context	original_variable	original_label	original_expl	reverse_variable	reverse_label	reverse_expl	tags
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing animals are standing in the middle of a quiet street facing the camera.	contradiction	Three young man in hoods are three hood wearing animals.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing teeth are standing in the middle of a quiet street facing the camera.	entailment	Three young man in hoods are three hood wearing teeth.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing pay taxes standing in the middle of a quiet street.	entailment	Three young man in hoods are three hood wearing pay taxes.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing gone to moon standing in the middle of a quiet street facing the camera.	entailment	Three young man in hoods are three hood wearing gone to moon.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing cat for pet.	contradiction	Three young man in hoods are three hood wearing cat for pet.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing parents are standing in the middle of a quiet street facing the camera.	entailment	Three young man in hoods are three hood wearing parents.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing dog for pet	neutral	Three young man in hoods are three hood wearing dog for pet.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing favorite play.	contradiction	Three young man in hoods are three hood wearing favorite play.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing wants are standing in the middle of a quiet street facing the camera.	contradiction	Three young man in hoods are three hood wearing wants.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing names are standing in the middle of a quiet street facing the camera.	entailment	Three young man in hoods are three hood wearing names.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing unlisted phone numbers are standing in the middle of a quiet street facing the camera.	neutral	Three young man in hoods are three hood wearing unlisted phone numbers.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing soft bodies are standing in the middle of a quiet street facing the camera.	contradiction	Three young man in hoods are three hood wearing soft bodies.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing fun in water.	contradiction	Three young man in hoods are three hood wearing fun in water.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing two ears each are standing in the middle of a quiet street facing the camera.	contradiction	Three young man in hoods are three hood wearing two ears each.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing gerbil for pet	neutral	Three young man in hoods are three hood wearing gerbil for pet.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing natural rhythm.	entailment	Three young man in hoods are three hood wearing natural rhythm.	unrel_noun
Premise: 3 young man in hoods standing in the middle of a quiet street facing the camera.	Three hood wearing people pose for a picture.	entailment	Three young man in hoods are three hood wearing people.	Three hood wearing emotions are standing in the middle of a quiet street facing the camera.	entailment	Three young man in hoods are three hood wearing emotions.	unrel_noun
